question_type,question,prefix,prompt,ground_truth,top_4_tokens,model_answer,image_url
yes/no,Is he going to fall?,Answer:,Answer with one word: Is he going to fall? Is he going to fall? Answer:,no,"[""Yes"", ""Fall"", ""Not"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262299.jpg
yes/no,Are the traffic lights facing the same direction?,Answer:,Answer with one word: Are the traffic lights facing the same direction? Are the traffic lights facing the same direction? Answer:,no,"[""Yes"", ""Are"", ""yes"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393242.jpg
yes/no,Is this cake made with fondant?,Answer:,Answer with one word: Is this cake made with fondant? Is this cake made with fondant? Answer:,no,"[""Yes"", ""What"", ""Not"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393375.jpg
yes/no,Is there a fork on the plate?,Answer:,Answer with one word: Is there a fork on the plate? Is there a fork on the plate? Answer:,no,"[""Yes"", ""There"", ""yes"", ""True""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262308.jpg
yes/no,Is this black and white?,Answer:,Answer with one word: Is this black and white? Is this black and white? Answer:,yes,"[""Yes"", ""This"", ""yes"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262308.jpg
yes/no,Is a military person in the picture?,Answer:,Answer with one word: Is a military person in the picture? Is a military person in the picture? Answer:,yes,"[""Yes"", ""yes"", ""True"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000165.jpg
yes/no,Are they smiling?,Answer:,Answer with one word: Are they smiling? Are they smiling? Answer:,yes,"[""Yes"", ""Are"", ""They"", ""yes""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000165.jpg
yes/no,Is this an old building?,Answer:,Answer with one word: Is this an old building? Is this an old building? Answer:,yes,"[""Yes"", ""yes"", ""Sure"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000415089.jpg
yes/no,Is the room almost full?,Answer:,Answer with one word: Is the room almost full? Is the room almost full? Answer:,no,"[""Yes"", ""Not"", ""No"", ""no""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000415089.jpg
yes/no,Are the people on a soft surface?,Answer:,Answer with one word: Are the people on a soft surface? Are the people on a soft surface? Answer:,no,"[""Yes"", ""Are"", ""They"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393384.jpg
yes/no,Has the grass been mowed recently?,Answer:,Answer with one word: Has the grass been mowed recently? Has the grass been mowed recently? Answer:,no,"[""Yes"", ""Has"", ""Not"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393386.jpg
yes/no,Is this scene in America?,Answer:,Answer with one word: Is this scene in America? Is this scene in America? Answer:,no,"[""Yes"", ""Not"", ""No"", ""no""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131245.jpg
yes/no,Are all the laptops on?,Answer:,Answer with one word: Are all the laptops on? Are all the laptops on? Answer:,yes,"[""Yes"", ""All"", ""Are"", ""yes""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000137918.jpg
yes/no,Is this a hotel room?,Answer:,Answer with one word: Is this a hotel room? Is this a hotel room? Answer:,yes,"[""Yes"", ""yes"", ""Sure"", ""This""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393394.jpg
yes/no,Is this a hotel?,Answer:,Answer with one word: Is this a hotel? Is this a hotel? Answer:,yes,"[""Yes"", ""yes"", ""Sure"", ""This""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393394.jpg
yes/no,Is an elephant walking down the street?,Answer:,Answer with one word: Is an elephant walking down the street? Is an elephant walking down the street? Answer:,yes,"[""Yes"", ""yes"", ""What"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000438196.jpg
yes/no,Is the guy in the yellow shirt wearing a tie?,Answer:,Answer with one word: Is the guy in the yellow shirt wearing a tie? Is the guy in the yellow shirt wearing a tie? Answer:,yes,"[""Yes"", ""What"", ""Not"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000438196.jpg
yes/no,Is this a church?,Answer:,Answer with one word: Is this a church? Is this a church? Answer:,yes,"[""Yes"", ""Church"", ""yes"", ""This""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393396.jpg
yes/no,Is there snow in the picture?,Answer:,Answer with one word: Is there snow in the picture? Is there snow in the picture? Answer:,yes,"[""Yes"", ""There"", ""yes"", ""True""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393396.jpg
yes/no,Is there a clock on the church tower?,Answer:,Answer with one word: Is there a clock on the church tower? Is there a clock on the church tower? Answer:,no,"[""Yes"", ""There"", ""None"", ""Not""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393396.jpg
yes/no,Is there a clock?,Answer:,Answer with one word: Is there a clock? Is there a clock? Answer:,no,"[""Yes"", ""There"", ""Not"", ""None""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393396.jpg
yes/no,Is this person wearing a backpack?,Answer:,Answer with one word: Is this person wearing a backpack? Is this person wearing a backpack? Answer:,yes,"[""Yes"", ""yes"", ""Sure"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524470.jpg
yes/no,Is there a street light in the photo?,Answer:,Answer with one word: Is there a street light in the photo? Is there a street light in the photo? Answer:,yes,"[""Yes"", ""There"", ""yes"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524470.jpg
yes/no,Is the sun up?,Answer:,Answer with one word: Is the sun up? Is the sun up? Answer:,no,"[""Yes"", ""yes"", ""No"", ""Is""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524470.jpg
yes/no,Is the oven on?,Answer:,Answer with one word: Is the oven on? Is the oven on? Answer:,yes,"[""Yes"", ""yes"", ""No"", ""Is""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524471.jpg
yes/no,Is there a window in this scene?,Answer:,Answer with one word: Is there a window in this scene? Is there a window in this scene? Answer:,yes,"[""Yes"", ""yes"", ""There"", ""True""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524471.jpg
yes/no,Is this toast done?,Answer:,Answer with one word: Is this toast done? Is this toast done? Answer:,no,"[""Yes"", ""yes"", ""No"", ""Is""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524471.jpg
yes/no,Is the microwave on?,Answer:,Answer with one word: Is the microwave on? Is the microwave on? Answer:,no,"[""Yes"", ""yes"", ""No"", ""Is""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524471.jpg
yes/no,Is the toaster on?,Answer:,Answer with one word: Is the toaster on? Is the toaster on? Answer:,yes,"[""Yes"", ""Off"", ""No"", ""Is""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524471.jpg
yes/no,Is this a one way street?,Answer:,Answer with one word: Is this a one way street? Is this a one way street? Answer:,yes,"[""Yes"", ""yes"", ""Not"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393403.jpg
yes/no,Are there people boarding the bus?,Answer:,Answer with one word: Are there people boarding the bus? Are there people boarding the bus? Answer:,no,"[""Yes"", ""Are"", ""There"", ""Not""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393403.jpg
yes/no,Is there a hardware store in the area?,Answer:,Answer with one word: Is there a hardware store in the area? Is there a hardware store in the area? Answer:,no,"[""Yes"", ""There"", ""Not"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393403.jpg
yes/no,Are the drying the animal with a blow dryer?,Answer:,Answer with one word: Are the drying the animal with a blow dryer? Are the drying the animal with a blow dryer? Answer:,yes,"[""Yes"", ""Are"", ""yes"", ""They""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000524476.jpg
yes/no,Is this a hotel?,Answer:,Answer with one word: Is this a hotel? Is this a hotel? Answer:,no,"[""Yes"", ""House"", ""Not"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000283700.jpg
yes/no,Can you see the man's shadow?,Answer:,Answer with one word: Can you see the man's shadow? Can you see the man's shadow? Answer:,yes,"[""Yes"", ""Can"", ""Sure"", ""yes""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262336.jpg
yes/no,Is this lacrosse?,Answer:,Answer with one word: Is this lacrosse? Is this lacrosse? Answer:,no,"[""Yes"", ""Not"", ""This"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262336.jpg
yes/no,The color of the court is green?,Answer:,Answer with one word: The color of the court is green? The color of the court is green? Answer:,no,"[""Yes"", ""Blue"", ""Green"", ""True""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262336.jpg
yes/no,Is this pizza nutritious enough to eat for a full dinner?,Answer:,Answer with one word: Is this pizza nutritious enough to eat for a full dinner? Is this pizza nutritious enough to eat for a full dinner? Answer:,yes,"[""Yes"", ""Not"", ""No"", ""no""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000194.jpg
yes/no,Are both beds made?,Answer:,Answer with one word: Are both beds made? Are both beds made? Answer:,yes,"[""Yes"", ""Are"", ""yes"", ""Both""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000257513.jpg
yes/no,Is there a ladder in the picture?,Answer:,Answer with one word: Is there a ladder in the picture? Is there a ladder in the picture? Answer:,yes,"[""Yes"", ""yes"", ""There"", ""True""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000257513.jpg
yes/no,Is this vehicle parked in a residential driveway?,Answer:,Answer with one word: Is this vehicle parked in a residential driveway? Is this vehicle parked in a residential driveway? Answer:,yes,"[""Yes"", ""yes"", ""Not"", ""This""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393412.jpg
yes/no,Is the color of the car very common for vehicles?,Answer:,Answer with one word: Is the color of the car very common for vehicles? Is the color of the car very common for vehicles? Answer:,no,"[""Yes"", ""yes"", ""Not"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393412.jpg
yes/no,Are all the people looking at the same thing?,Answer:,Answer with one word: Are all the people looking at the same thing? Are all the people looking at the same thing? Answer:,no,"[""Yes"", ""Are"", ""yes"", ""All""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000458785.jpg
yes/no,Do these ski boards have personality?,Answer:,Answer with one word: Do these ski boards have personality? Do these ski boards have personality? Answer:,yes,"[""Yes"", ""Sure"", ""They"", ""What""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000000201.jpg
yes/no,Is the woman wearing a dress?,Answer:,Answer with one word: Is the woman wearing a dress? Is the woman wearing a dress? Answer:,no,"[""Yes"", ""No"", ""no"", ""Is""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131277.jpg
yes/no,Are they playing a game?,Answer:,Answer with one word: Are they playing a game? Are they playing a game? Answer:,yes,"[""Yes"", ""Are"", ""They"", ""yes""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131277.jpg
yes/no,Will the bent person fall forward?,Answer:,Answer with one word: Will the bent person fall forward? Will the bent person fall forward? Answer:,no,"[""Yes"", ""Will"", ""Fall"", ""Not""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131277.jpg
yes/no,Is there a man and a woman?,Answer:,Answer with one word: Is there a man and a woman? Is there a man and a woman? Answer:,yes,"[""Yes"", ""There"", ""yes"", ""True""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131277.jpg
yes/no,Is this photo to blurry?,Answer:,Answer with one word: Is this photo to blurry? Is this photo to blurry? Answer:,no,"[""Yes"", ""yes"", ""No"", ""Is""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131277.jpg
yes/no,Would you get a ticket if you disobeyed this sign?,Answer:,Answer with one word: Would you get a ticket if you disobeyed this sign? Would you get a ticket if you disobeyed this sign? Answer:,yes,"[""Yes"", ""Stop"", ""Sure"", ""yes""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393422.jpg
yes/no,Is the red stop sign on a wooden pole?,Answer:,Answer with one word: Is the red stop sign on a wooden pole? Is the red stop sign on a wooden pole? Answer:,no,"[""Yes"", ""yes"", ""What"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393422.jpg
yes/no,Can you see the sun in the picture?,Answer:,Answer with one word: Can you see the sun in the picture? Can you see the sun in the picture? Answer:,yes,"[""Yes"", ""Can"", ""Sure"", ""yes""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000393422.jpg
yes/no,Are they twins?,Answer:,Answer with one word: Are they twins? Are they twins? Answer:,no,"[""Yes"", ""Are"", ""They"", ""Not""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131279.jpg
yes/no,Is one of the children a boy?,Answer:,Answer with one word: Is one of the children a boy? Is one of the children a boy? Answer:,yes,"[""Yes"", ""One"", ""True"", ""yes""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131279.jpg
yes/no,Are these teenagers?,Answer:,Answer with one word: Are these teenagers? Are these teenagers? Answer:,no,"[""Yes"", ""Are"", ""Not"", ""What""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131279.jpg
yes/no,Are both of the children smiling?,Answer:,Answer with one word: Are both of the children smiling? Are both of the children smiling? Answer:,no,"[""Yes"", ""Are"", ""True"", ""One""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131279.jpg
yes/no,Is this child wearing socks?,Answer:,Answer with one word: Is this child wearing socks? Is this child wearing socks? Answer:,no,"[""Yes"", ""Not"", ""What"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000131279.jpg
yes/no,Is the man's shirt a solid color?,Answer:,Answer with one word: Is the man's shirt a solid color? Is the man's shirt a solid color? Answer:,no,"[""Yes"", ""No"", ""Is"", ""no""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000448671.jpg
yes/no,Is this man tan?,Answer:,Answer with one word: Is this man tan? Is this man tan? Answer:,yes,"[""Yes"", ""yes"", ""Sure"", ""No""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000554301.jpg
yes/no,The tablecloths are white?,Answer:,Answer with one word: The tablecloths are white? The tablecloths are white? Answer:,yes,"[""Yes"", ""True"", ""yes"", ""White""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262359.jpg
yes/no,Are the pictures colorful?,Answer:,Answer with one word: Are the pictures colorful? Are the pictures colorful? Answer:,yes,"[""Yes"", ""Are"", ""yes"", ""True""]",Yes,http://images.cocodataset.org/train2014/COCO_train2014_000000262359.jpg
